id_transaction,id_collaborateur,date_transaction,client,categorie,montant_euros,statut
T002301,C0013,09/01/2025,Orion Energie,Conseil,4486.72,payee
T002302,C0107,2025-05-19,Cabinet Ferrand,Audit,2406.28,payee
T002303,C0012,2025-04-19,Atelier Bastide,Licence,6185.91,payee
T002304,C0198,11/04/2024,Atelier Bastide,Formation,5521.92,payee
T002305,C0207,07/09/2024,Maison Delaunay,Licence,6605.32,payee
T002306,C0186,2024-04-16,Sigma Sante,Licence,8155.86,payee
T002307,C0070,2024-09-07,Verne Industries,Formation,4151.13,payee
T002308,C0038,2024-06-17,Groupe Lorrain,Audit,3234.94,payee
T002309,C0118,2025-06-24,Verne Industries,Audit,2355.23,payee
T002310,C0157,2025-07-02,Maison Delaunay,Conseil,4353.79,payee
T002311,C0005,2025-08-20,Groupe Lorrain,Audit,8044.11,payee
T002312,C0199,2024-05-26,Verne Industries,Licence,1341.73,payee
T002313,C0102,10-01-2024,Groupe Lorrain,Maintenance,1611.38,payee
T002314,C0191,2024-01-26,Cabinet Ferrand,Maintenance,3790.82,payee
T002315,C0019,2025-09-07,Atelier Bastide,Licence,1383.19,payee
T002316,C0099,2025-10-23,Atelier Bastide,Maintenance,1349.36,payee
T002317,C0107,2024-06-03,Groupe Lorrain,Maintenance,5788.36,payee
T002318,C0012,2025-10-01,Maison Delaunay,Audit,5330.47,payee
T002319,C0165,2025-01-21,Cabinet Ferrand,Licence,2289.51,payee
T002320,C0217,2024-05-14,Orion Energie,Maintenance,1776.71,payee
T002321,C0126,2024-08-16,Cabinet Ferrand,Audit,6733.68,payee
T002322,C0092,12/07/2024,Atelier Bastide,Audit,1851.21,payee
T002323,C0148,2025-07-11,Atelier Bastide,Conseil,1533.18,payee
T002324,C0084,17/05/2024,Orion Energie,Licence,1885.61,en attente
T002325,C0084,2024-05-13,Nord Logistique,Licence,3990.33,en attente
T002326,C0177,09/06/2025,Verne Industries,Maintenance,8721.48,en attente
T002327,C0138,2024-08-08,Maison Delaunay,Maintenance,2374.91,en attente
T002328,C0062,2024-07-01,Nord Logistique,Audit,5751.87,en attente
T002329,C0095,2025-08-12,Groupe Lorrain,Licence,3452.81,payee
T002330,C0194,10/11/2025,Maison Delaunay,Maintenance,970.77,payee
T002331,C0123,2025-02-09,Groupe Lorrain,Audit,2415.04,payee
T002332,C0018,2025-08-27,Atelier Bastide,Conseil,5360.05,payee
T002333,C0199,2025-09-06,Maison Delaunay,Maintenance,5217.12,payee
T002334,C0172,2025-03-05,Cabinet Ferrand,Formation,2228.1,en attente
T002335,C0062,2025-08-28,Atelier Bastide,Audit,4649.61,payee
T002336,C0203,2024-01-07,Groupe Lorrain,Licence,3051.66,payee
T002337,C0169,26-01-2024,Nord Logistique,Maintenance,3912.92,payee
T002338,C0089,07-10-2025,Maison Delaunay,Maintenance,5912.92,payee
T002339,C0088,2024-04-12,Atelier Bastide,Formation,2277.74,payee
T002340,C0215,2025-06-15,Cabinet Ferrand,Licence,2646.46,payee
T002341,C0188,2024-11-02,Verne Industries,Maintenance,5967.54,payee
T002342,C0203,29-07-2025,Orion Energie,Maintenance,8263.32,payee
T002343,C0127,30/04/2025,Sigma Sante,Formation,5030.39,payee
T002344,C9999,2024-02-22,Verne Industries,Audit,3790.1,payee
T002345,C0053,2024-09-02,Nord Logistique,Conseil,5007.26,payee
T002346,C0203,2025-06-01,Orion Energie,Formation,2407.81,payee
T002347,C0117,2025-11-03,Verne Industries,Audit,3350.9,payee
T002348,C0216,2025-08-10,Atelier Bastide,Maintenance,1340.36,payee
T002349,C0129,2025-10-13,Verne Industries,Licence,2437.29,en attente
T002350,C0124,2025-11-29,Nord Logistique,Licence,4036.2,payee
T002351,C0017,2025-10-14,Orion Energie,Audit,3601.44,payee
T002352,C0094,2025-02-27,Verne Industries,Formation,780.35,payee
T002353,C0130,02/09/2024,Groupe Lorrain,Formation,2863.73,payee
T002354,C0026,2025-01-05,Atelier Bastide,Licence,3564.07,payee
T002355,C0038,2025-08-03,Cabinet Ferrand,Audit,3634.95,en attente
T002356,C0138,2024-11-06,Groupe Lorrain,Licence,1514.43,payee
T002357,C0058,29/08/2025,Groupe Lorrain,Maintenance,4694.24,payee
T002358,C0163,26-05-2025,Maison Delaunay,Audit,7679.23,payee
T002359,C0107,2024-06-01,Sigma Sante,Audit,4978.58,en attente
T002360,C0094,2025-11-03,Atelier Bastide,Licence,3352.14,en attente
T002361,C0028,09/09/2025,Nord Logistique,Licence,6814.63,payee
T002362,C0095,2025-03-13,Nord Logistique,Conseil,2411.53,payee
T002363,C0126,21/05/2024,Maison Delaunay,Conseil,4390.66,payee
T002364,C0134,2024-06-14,Orion Energie,Licence,3168.27,payee
T002365,C0063,2025-09-04,Orion Energie,Maintenance,6852.3,payee
T002366,C0007,2024-01-13,Verne Industries,Audit,1929.05,payee
T002367,C0217,19/12/2024,Orion Energie,Licence,1926.38,payee
T002368,C0117,2025-03-27,Groupe Lorrain,Licence,6036.08,payee
T002369,C0210,2024-06-18,Orion Energie,Audit,4231.36,payee
T002370,C0068,2025-09-23,Atelier Bastide,Formation,6281.38,payee
T002371,C0140,2025-01-16,Groupe Lorrain,Conseil,2033.84,payee
T002372,C0033,2024-02-18,Groupe Lorrain,Audit,2244.75,en attente
T002373,C0211,2024-08-21,Groupe Lorrain,Licence,3863.45,payee
T002374,C0002,2024-10-17,Cabinet Ferrand,Conseil,1374.55,payee
T002375,C0110,11/06/2024,Maison Delaunay,Formation,3726.51,en attente
T002376,C0199,17/11/2025,Maison Delaunay,Formation,2624.25,payee
T002377,C9999,2024-09-20,Groupe Lorrain,Formation,3158.51,payee
T002378,C0201,01-01-2025,Verne Industries,Licence,4680.04,payee
T002379,C0116,2025-01-25,Atelier Bastide,Audit,4801.8,payee
T002380,C0023,2024-06-10,Atelier Bastide,Maintenance,7486.49,en attente
T002381,C0002,18/02/2025,Maison Delaunay,Audit,5579.96,en attente
T002382,C0036,15-09-2024,Maison Delaunay,Audit,989.17,payee
T002383,C0014,2024-01-08,Atelier Bastide,Formation,2019.12,payee
T002384,C0104,2024-10-24,Verne Industries,Conseil,2115.89,en attente
T002385,C0012,2025-03-02,Orion Energie,Conseil,5295.83,payee
T002386,C0044,2024-03-26,Nord Logistique,Maintenance,6951.1,payee
T002387,C0098,2025-07-22,Atelier Bastide,Formation,1634.96,en attente
T002388,C0171,27/04/2025,Orion Energie,Maintenance,5363.43,payee
T002389,C0157,2024-08-14,Atelier Bastide,Licence,3355.52,payee
T002390,C0014,2025-03-08,Verne Industries,Audit,963.38,payee
T002391,C0210,09-08-2024,Maison Delaunay,Licence,3110.97,payee
T002392,C0128,2025-04-17,Nord Logistique,Audit,2390.82,payee
T002393,C0081,2024-04-22,Groupe Lorrain,Formation,2885.03,payee
T002394,C0089,2025-03-21,Sigma Sante,Maintenance,3735.87,payee
T002395,C0197,2024-02-10,Atelier Bastide,Licence,2543.91,payee
T002396,C0108,2024-01-13,Maison Delaunay,Conseil,4124.96,payee
T002397,C0058,2024-07-04,Verne Industries,Formation,3118.18,payee
T002398,C0099,2024-05-07,Sigma Sante,Formation,2938.12,payee
T002399,C9999,2024-12-24,Orion Energie,Conseil,4519.18,payee
T002400,C0036,2024-04-30,Sigma Sante,Audit,3919.21,payee
T002401,C0073,27/06/2024,Orion Energie,Formation,807.69,payee
T002402,C0052,2024-03-12,Nord Logistique,Licence,4215.19,payee
T002403,C0082,2025-10-09,Groupe Lorrain,Licence,3807.55,payee
T002404,C0016,2025-06-20,Nord Logistique,Licence,5758.01,payee
T002405,C0142,2024-06-07,Cabinet Ferrand,Maintenance,3885.85,annulee
T002406,C0027,2024-03-28,Maison Delaunay,Audit,2799.41,en attente
T002407,C0051,12-09-2025,Atelier Bastide,Audit,2341.16,payee
T002408,C0014,2025-05-02,Maison Delaunay,Audit,1230.62,payee
T002409,C0002,2025-10-08,Cabinet Ferrand,Licence,3330.61,payee
T002410,C0065,2024-05-10,Maison Delaunay,Maintenance,2129.33,payee
T002411,C0117,2024-09-18,Cabinet Ferrand,Conseil,6191.34,annulee
T002412,C0072,27-03-2024,Cabinet Ferrand,Audit,3405.59,payee
T002413,C0075,2024-11-05,Atelier Bastide,Conseil,1803.87,payee
T002414,C0030,2024-04-28,Sigma Sante,Conseil,1031.55,payee
T002415,C0099,2024-01-04,Groupe Lorrain,Audit,1273.04,payee
T002416,C0176,2025-01-06,Atelier Bastide,Maintenance,4038.72,payee
T002417,C0137,15-12-2025,Cabinet Ferrand,Conseil,6545.59,payee
T002418,C0215,2025-04-16,Atelier Bastide,Audit,4465.96,en attente
T002419,C0163,2025-07-06,Orion Energie,Conseil,3153.61,payee
T002420,C0184,2025-08-15,Verne Industries,Conseil,8345.19,en attente
T002421,C0101,2025-12-10,Atelier Bastide,Audit,4955.42,payee
T002422,C0143,03-04-2024,Verne Industries,Formation,3904.15,payee
T002423,C0135,2024-07-02,Atelier Bastide,Formation,2758.62,en attente
T002424,C0189,2025-03-25,Maison Delaunay,Maintenance,6714.67,payee
T002425,C0117,2025-08-22,Cabinet Ferrand,Maintenance,2900.97,payee
T002426,C0094,2025-07-18,Atelier Bastide,Licence,2125.14,annulee
T002427,C0017,2025-06-15,Sigma Sante,Audit,3224.22,payee
T002428,C0200,16-08-2024,Maison Delaunay,Conseil,3564.05,en attente
T002429,C0102,2024-09-23,Cabinet Ferrand,Audit,5171.18,payee
T002430,C0186,2024-02-28,Nord Logistique,Formation,2097.52,payee
T002431,C0158,17/08/2024,Maison Delaunay,Maintenance,2315.71,payee
T002432,C0001,2024-04-23,Atelier Bastide,Formation,2383.66,payee
T002433,C0152,2025-11-15,Sigma Sante,Formation,3135.34,payee
T002434,C0114,2024-03-07,Verne Industries,Formation,1825.84,en attente
T002435,C0056,22-09-2024,Groupe Lorrain,Licence,6153.83,payee
T002436,C0062,2025-10-09,Nord Logistique,Audit,1281.45,payee
T002437,C0149,2025-11-28,Orion Energie,Conseil,6811.96,en attente
T002438,C0021,2024-10-01,Maison Delaunay,Maintenance,4914.22,payee
T002439,C0141,2024-12-05,Verne Industries,Audit,2025.71,payee
T002440,C0197,2025-01-17,Cabinet Ferrand,Maintenance,3002.66,payee
T002441,C0021,23/08/2025,Nord Logistique,Audit,2209.21,payee
T002442,C0002,2025-07-15,Atelier Bastide,Conseil,4957.08,payee
T002443,C0015,2025-01-17,Sigma Sante,Formation,6457.35,payee
T002444,C0170,28-09-2024,Verne Industries,Licence,12078.3,payee
T002445,C0197,2024-09-28,Atelier Bastide,Licence,4321.9,payee
T002446,C0045,2025-04-18,Groupe Lorrain,Formation,1303.14,en attente
T002447,C0007,01/09/2025,Maison Delaunay,Formation,1938.3,payee
T002448,C0112,2024-02-25,Groupe Lorrain,Audit,4212.62,payee
T002449,C0012,2025-07-15,Sigma Sante,Formation,3071.34,payee
T002450,C0087,17/12/2024,Orion Energie,Audit,4879.72,annulee
T002451,C0072,2024-04-15,Groupe Lorrain,Conseil,3940.07,en attente
T002452,C0141,2024-03-11,Groupe Lorrain,Licence,2042.61,annulee
T002453,C0211,2024-09-03,Orion Energie,Maintenance,2816.38,payee
T002454,C0187,2024-06-30,Groupe Lorrain,Audit,4998.85,payee
T002455,C0015,17/03/2024,Cabinet Ferrand,Maintenance,4055.1,payee
T002456,C0056,2024-08-02,Sigma Sante,Conseil,4907.43,payee
T002457,C0064,31/08/2025,Atelier Bastide,Maintenance,1567.04,payee
T002458,C0059,2025-06-07,Maison Delaunay,Formation,2123.2,payee
T002459,C0082,01-06-2024,Cabinet Ferrand,Audit,5930.51,payee
T002460,C0141,07-05-2025,Cabinet Ferrand,Maintenance,1604.0,payee
T002461,C0172,2024-11-25,Orion Energie,Conseil,4760.42,en attente
T002462,C0219,2025-06-29,Maison Delaunay,Formation,1496.5,payee
T002463,C0164,2024-06-29,Verne Industries,Audit,3535.31,payee
T002464,C0070,15-02-2024,Orion Energie,Audit,2599.01,payee
T002465,C0043,2024-08-16,Nord Logistique,Maintenance,2026.45,payee
T002466,C0088,2025-12-26,Groupe Lorrain,Formation,3682.93,payee
T002467,C0186,2025-02-09,Cabinet Ferrand,Formation,5784.9,payee
T002468,C0196,2024-02-09,Atelier Bastide,Maintenance,2286.8,payee
T002469,C0092,2025-12-13,Maison Delaunay,Licence,900.16,payee
T002470,C0041,25-08-2025,Sigma Sante,Formation,3118.15,en attente
T002471,C0002,2025-01-31,Groupe Lorrain,Formation,2014.91,en attente
T002472,C0018,24/06/2025,Sigma Sante,Conseil,5051.22,payee
T002473,C0148,2024-05-14,Orion Energie,Licence,2594.87,payee
T002474,C0137,07-03-2025,Orion Energie,Licence,2333.85,payee
T002475,C0150,2025-10-28,Maison Delaunay,Licence,2750.73,payee
T002476,C0006,2024-11-16,Verne Industries,Audit,5783.41,payee
T002477,C0102,2024-01-29,Atelier Bastide,Maintenance,4159.03,payee
T002478,C0042,06/07/2025,Orion Energie,Licence,1849.56,payee
T002479,C0079,2025-06-16,Cabinet Ferrand,Formation,1565.57,payee
T002480,C0145,2025-06-24,Verne Industries,Maintenance,6763.67,payee
T002481,C0064,2025-04-18,Maison Delaunay,Audit,2303.03,payee
T002482,C0154,2024-04-10,Maison Delaunay,Conseil,5870.89,payee
T002483,C0068,24/03/2024,Sigma Sante,Formation,3051.38,payee
T002484,C0119,01-08-2025,Orion Energie,Conseil,2141.93,payee
T002485,C0107,2025-09-16,Orion Energie,Formation,2234.74,payee
T002486,C0090,2024-02-27,Atelier Bastide,Conseil,3128.41,payee
T002487,C0030,28-02-2025,Atelier Bastide,Licence,873.28,payee
T002488,C0134,31-12-2024,Atelier Bastide,Audit,2181.51,payee
T002489,C0045,12-09-2024,Maison Delaunay,Audit,7998.11,payee
T002490,C0150,2025-04-15,Nord Logistique,Formation,9195.17,en attente
T002491,C0174,2025-10-29,Sigma Sante,Maintenance,2308.14,en attente
T002492,C0187,2025-08-22,Sigma Sante,Formation,4633.69,payee
T002493,C0009,2024-04-21,Sigma Sante,Formation,4100.61,payee
T002494,C0184,04-12-2024,Groupe Lorrain,Maintenance,1695.18,payee
T002495,C0057,2025-11-14,Maison Delaunay,Maintenance,4673.74,annulee
T002496,C0155,2024-06-21,Sigma Sante,Licence,2717.02,payee
T002497,C0073,2025-09-15,Orion Energie,Conseil,3459.68,payee
T002498,C0208,2024-12-24,Verne Industries,Licence,5149.56,payee
T002499,C0097,15/01/2025,Sigma Sante,Formation,2816.17,payee
T002500,C0195,2024-07-01,Cabinet Ferrand,Conseil,2799.35,payee
T002501,C0144,2025-11-02,Atelier Bastide,Conseil,4415.62,payee
T002502,C0031,2025-01-20,Verne Industries,Licence,5959.03,payee
T002503,C0056,2025-02-23,Verne Industries,Conseil,4288.85,payee
T002504,C0062,03-12-2024,Orion Energie,Maintenance,2872.82,payee
T002505,C0213,2024-03-06,Atelier Bastide,Conseil,5641.06,en attente
T002506,C0207,2025-07-23,Atelier Bastide,Formation,4014.87,payee
T002507,C0090,27/08/2024,Nord Logistique,Audit,6603.18,payee
T002508,C0075,2024-06-24,Nord Logistique,Maintenance,7491.56,payee
T002509,C0187,2025-07-24,Nord Logistique,Licence,4252.74,payee
T002510,C0005,2024-05-25,Atelier Bastide,Conseil,6367.04,payee
T002511,C0209,13/05/2025,Cabinet Ferrand,Conseil,6463.51,payee
T002512,C0141,2024-12-12,Orion Energie,Audit,3219.6,payee
T002513,C0147,06-08-2025,Groupe Lorrain,Maintenance,6462.56,payee
T002514,C0102,2024-02-06,Sigma Sante,Audit,3543.99,payee
T002515,C0151,2025-07-19,Atelier Bastide,Audit,4902.88,payee
T002516,C0174,2024-06-16,Atelier Bastide,Conseil,3360.7,payee
T002517,C0013,2025-09-27,Orion Energie,Audit,1410.07,payee
T002518,C0122,2024-09-15,Verne Industries,Licence,8579.06,payee
T002519,C0200,06/01/2024,Nord Logistique,Maintenance,4803.68,en attente
T002520,C0018,2024-12-21,Cabinet Ferrand,Licence,5021.0,payee
T002521,C0171,09-02-2024,Nord Logistique,Maintenance,3725.55,payee
T002522,C0057,2024-07-15,Cabinet Ferrand,Audit,6439.05,payee
T002523,C0118,2025-06-07,Cabinet Ferrand,Audit,458.21,payee
T002524,C0205,2025-02-13,Sigma Sante,Licence,3180.78,payee
T002525,C0115,01-06-2025,Nord Logistique,Formation,3293.78,payee
T002526,C0009,2025-10-03,Nord Logistique,Maintenance,1862.82,en attente
T002527,C0005,2024-12-07,Sigma Sante,Licence,3927.28,payee
T002528,C0171,31/01/2025,Cabinet Ferrand,Formation,6273.46,en attente
T002529,C0216,2024-02-12,Sigma Sante,Maintenance,3201.84,payee
T002530,C0068,2024-07-28,Maison Delaunay,Conseil,1716.63,en attente
T002531,C0218,2025-06-12,Orion Energie,Licence,5614.77,payee
T002532,C0106,2024-02-15,Cabinet Ferrand,Maintenance,4437.12,payee
T002533,C0014,2024-09-19,Nord Logistique,Audit,8064.82,payee
T002534,C0124,2024-04-09,Atelier Bastide,Maintenance,2237.03,payee
T002535,C0001,17/09/2025,Groupe Lorrain,Audit,4812.86,payee
T002536,C0059,13/02/2025,Groupe Lorrain,Audit,1673.02,payee
T002537,C0117,2025-04-15,Maison Delaunay,Formation,3410.67,payee
T002538,C0152,14/05/2025,Verne Industries,Audit,3758.35,payee
T002539,C0092,2024-06-12,Verne Industries,Formation,1316.57,payee
T002540,C0161,2024-02-06,Nord Logistique,Maintenance,6041.46,payee
T002541,C0093,2024-10-17,Cabinet Ferrand,Formation,5215.28,payee
T002542,C0020,15-05-2024,Atelier Bastide,Licence,4436.95,payee
T002543,C0203,23-08-2024,Nord Logistique,Maintenance,1738.44,payee
T002544,C0087,2024-08-20,Nord Logistique,Audit,2360.31,payee
T002545,C0132,24-07-2025,Atelier Bastide,Audit,5525.04,payee
T002546,C0173,21/08/2024,Verne Industries,Audit,3392.87,payee
T002547,C0020,2024-04-20,Atelier Bastide,Licence,3039.86,payee
T002548,C0168,2025-11-30,Maison Delaunay,Audit,6363.67,payee
T002549,C0085,2024-02-05,Atelier Bastide,Conseil,3686.71,payee
T002550,C0127,28/05/2024,Groupe Lorrain,Audit,1826.77,en attente
T002551,C0107,2024-09-10,Verne Industries,Formation,5490.19,payee
T002552,C0181,2024-02-15,Cabinet Ferrand,Licence,1690.81,payee
T002553,C0044,2025-10-18,Sigma Sante,Audit,3408.24,en attente
T002554,C0025,2024-09-14,Groupe Lorrain,Maintenance,3959.32,en attente
T002555,C0096,2025-07-25,Orion Energie,Audit,4906.91,payee
T002556,C0028,08/04/2024,Verne Industries,Maintenance,1467.06,payee
T002557,C0057,2025-01-15,Verne Industries,Maintenance,777.78,payee
T002558,C0153,2024-04-02,Groupe Lorrain,Conseil,798.95,en attente
T002559,C0190,2024-06-18,Verne Industries,Audit,6770.2,payee
T002560,C0161,2024-10-24,Cabinet Ferrand,Maintenance,1319.4,payee
T002561,C0074,2025-09-21,Maison Delaunay,Maintenance,7652.74,payee
T002562,C0189,2024-08-11,Sigma Sante,Licence,5792.39,payee
T002563,C0095,04-07-2025,Nord Logistique,Audit,2014.77,payee
T002564,C0043,2024-03-07,Groupe Lorrain,Licence,968.73,annulee
T002565,C0176,2024-07-02,Cabinet Ferrand,Conseil,3546.57,payee
T002566,C0120,2025-03-17,Maison Delaunay,Conseil,2566.84,payee
T002567,C0086,2024-12-07,Maison Delaunay,Maintenance,6417.55,payee
T002568,C0154,2025-01-01,Nord Logistique,Maintenance,3938.42,payee
T002569,C0169,10-05-2025,Nord Logistique,Formation,3429.09,payee
T002570,C0052,26-02-2024,Nord Logistique,Maintenance,3048.79,payee
T002571,C0028,2025-05-22,Orion Energie,Audit,4900.17,payee
T002572,C0120,2025-09-21,Nord Logistique,Licence,3263.25,payee
T002573,C0012,2025-07-13,Nord Logistique,Audit,8426.83,en attente
T002574,C0149,2024-07-26,Verne Industries,Conseil,1289.66,payee
T002575,C0103,13-09-2024,Cabinet Ferrand,Licence,2874.97,payee
T002576,C0050,2025-12-02,Maison Delaunay,Licence,4543.43,payee
T002577,C0139,2025-07-30,Sigma Sante,Formation,4239.55,payee
T002578,C0088,11-11-2025,Sigma Sante,Conseil,8414.72,payee
T002579,C0091,2025-10-28,Maison Delaunay,Licence,2259.91,en attente
T002580,C0051,2024-11-12,Sigma Sante,Formation,531.69,payee
T002581,C0157,04-04-2024,Groupe Lorrain,Formation,5564.72,payee
T002582,C0210,15-06-2024,Verne Industries,Formation,3841.73,en attente
T002583,C0144,2024-08-02,Atelier Bastide,Licence,5589.85,en attente
T002584,C0055,01-09-2025,Maison Delaunay,Audit,4132.76,en attente
T002585,C0194,2024-07-20,Sigma Sante,Licence,703.11,payee
T002586,C0029,20-09-2024,Atelier Bastide,Licence,4269.89,payee
T002587,C0068,2025-09-13,Atelier Bastide,Formation,2250.59,payee
T002588,C0009,2024-04-29,Cabinet Ferrand,Licence,2876.24,payee
T002589,C0197,2025-04-29,Orion Energie,Formation,3204.45,payee
T002590,C0011,2025-02-06,Groupe Lorrain,Audit,1689.91,en attente
T002591,C0127,19/12/2025,Orion Energie,Licence,2207.03,payee
T002592,C0045,2024-12-23,Atelier Bastide,Licence,5072.77,en attente
T002593,C0050,15-01-2025,Verne Industries,Conseil,5068.64,annulee
T002594,C0142,2025-09-12,Maison Delaunay,Audit,1196.5,payee
T002595,C0187,2025-12-24,Maison Delaunay,Licence,3864.08,payee
T002596,C0005,2025-06-16,Sigma Sante,Conseil,5358.0,annulee
T002597,C0037,2025-05-24,Groupe Lorrain,Conseil,3658.71,payee
T002598,C0067,2025-10-01,Groupe Lorrain,Formation,-3981.91,payee
T002599,C0219,2025-12-16,Cabinet Ferrand,Maintenance,1254.23,payee
T002600,C0014,2025-06-20,Nord Logistique,Conseil,6292.5,payee
T002601,C0042,2024-08-01,Verne Industries,Conseil,1781.08,payee
T002602,C0094,2025-04-13,Maison Delaunay,Licence,2794.88,payee
T002603,C0076,2024-06-21,Verne Industries,Licence,5383.42,en attente
T002604,C0012,2024-12-31,Orion Energie,Audit,7418.45,payee
T002605,C0126,2024-11-20,Atelier Bastide,Maintenance,2922.78,payee
T002606,C0141,2025-12-21,Maison Delaunay,Maintenance,9487.83,payee
T002607,C0042,08/02/2025,Nord Logistique,Formation,3727.76,annulee
T002608,C0160,2025-12-01,Groupe Lorrain,Maintenance,3506.81,payee
T002609,C0014,2025-08-12,Nord Logistique,Licence,1935.22,payee
T002610,C0170,11-09-2025,Atelier Bastide,Formation,2828.44,payee
T002611,C0061,2024-05-03,Nord Logistique,Formation,3900.59,en attente
T002612,C0053,2025-07-19,Maison Delaunay,Audit,4574.55,payee
T002613,C0046,2024-07-02,Groupe Lorrain,Licence,4464.17,en attente
T002614,C0202,25-02-2025,Atelier Bastide,Licence,2664.24,payee
T002615,C0117,2024-12-20,Verne Industries,Maintenance,6739.16,en attente
T002616,C0161,2024-07-08,Orion Energie,Formation,3568.9,payee
T002617,C0048,19-12-2025,Atelier Bastide,Formation,3445.58,payee
T002618,C0014,01-10-2025,Orion Energie,Audit,1857.22,payee
T002619,C0009,2025-02-23,Nord Logistique,Audit,4816.63,payee
T002620,C0103,2024-01-08,Orion Energie,Licence,3340.68,en attente
T002621,C0076,2024-05-13,Sigma Sante,Audit,2944.34,payee
T002622,C0179,2024-06-15,Verne Industries,Formation,1521.87,en attente
T002623,C0183,10-12-2025,Nord Logistique,Maintenance,1560.94,payee
T002624,C0073,21/10/2024,Maison Delaunay,Conseil,4116.44,en attente
T002625,C0101,04/02/2024,Groupe Lorrain,Maintenance,7246.12,payee
T002626,C0089,2025-03-03,Maison Delaunay,Conseil,3069.25,annulee
T002627,C0157,24/11/2025,Cabinet Ferrand,Formation,3057.94,payee
T002628,C0147,2025-02-13,Groupe Lorrain,Audit,4847.48,payee
T002629,C0152,20-11-2024,Sigma Sante,Formation,6176.51,payee
T002630,C0013,2024-05-08,Verne Industries,Licence,2528.11,payee
T002631,C0079,03-10-2025,Sigma Sante,Audit,1874.63,payee
T002632,C0203,2024-03-17,Atelier Bastide,Audit,3292.41,en attente
T002633,C0080,2025-11-12,Nord Logistique,Licence,4431.66,en attente
T002634,C0041,2024-06-11,Verne Industries,Conseil,802.08,payee
T002635,C0047,10-04-2024,Orion Energie,Formation,2724.71,en attente
T002636,C0007,2024-09-11,Orion Energie,Maintenance,3114.74,payee
T002637,C0182,04/01/2024,Sigma Sante,Formation,2895.33,payee
T002638,C0002,2024-01-11,Sigma Sante,Maintenance,1433.81,payee
T002639,C0139,2024-05-16,Sigma Sante,Audit,2730.38,payee
T002640,C0093,20/05/2025,Verne Industries,Maintenance,3142.38,payee
T002641,C0022,2025-08-17,Orion Energie,Maintenance,2052.9,payee
T002642,C0206,29/06/2024,Nord Logistique,Licence,3915.97,payee
T002643,C0173,2025-04-15,Verne Industries,Conseil,5216.88,payee
T002644,C0191,2024-09-13,Atelier Bastide,Licence,5313.58,annulee
T002645,C0218,2024-11-12,Maison Delaunay,Audit,2336.21,payee
T002646,C0212,01/09/2024,Verne Industries,Maintenance,4387.78,en attente
T002647,C0163,2025-10-12,Maison Delaunay,Maintenance,4198.75,en attente
T002648,C0124,2025-01-08,Groupe Lorrain,Audit,8063.57,payee
T002649,C0162,04-01-2025,Maison Delaunay,Formation,4399.38,payee
T002650,C0105,2025-09-19,Maison Delaunay,Formation,4536.67,payee
T002651,C0043,2025-04-24,Nord Logistique,Audit,5752.89,en attente
T002652,C0090,2024-04-19,Maison Delaunay,Licence,1648.79,payee
T002653,C0109,17/05/2024,Orion Energie,Maintenance,3519.61,en attente
T002654,C0011,2024-09-05,Sigma Sante,Maintenance,7477.09,payee
T002655,C0197,2024-03-12,Cabinet Ferrand,Conseil,7555.67,payee
T002656,C0212,20-05-2025,Sigma Sante,Formation,2729.93,payee
T002657,C0098,27/12/2024,Orion Energie,Formation,7373.95,payee
T002658,C0116,2024-02-02,Atelier Bastide,Conseil,2951.29,payee
T002659,C0196,19-10-2024,Verne Industries,Maintenance,3989.36,payee
T002660,C0106,2025-08-28,Maison Delaunay,Audit,1294.64,payee
T002661,C0160,24-10-2025,Nord Logistique,Audit,6582.2,payee
T002662,C0120,03-12-2025,Atelier Bastide,Conseil,2872.87,payee
T002663,C0063,2025-11-04,Cabinet Ferrand,Licence,1462.27,payee
T002664,C0185,2025-03-19,Verne Industries,Formation,3183.79,payee
T002665,C0045,2025-11-07,Maison Delaunay,Conseil,658.8,payee
T002666,C0053,2025-11-29,Nord Logistique,Maintenance,4739.6,payee
T002667,C0161,2025-04-08,Atelier Bastide,Audit,5970.51,payee
T002668,C0165,2024-10-28,Groupe Lorrain,Conseil,1908.36,payee
T002669,C0062,06/12/2025,Verne Industries,Maintenance,1867.86,payee
T002670,C0165,29-10-2024,Atelier Bastide,Conseil,4564.82,payee
T002671,C0006,2024-05-01,Orion Energie,Audit,4850.42,payee
T002672,C0198,2024-03-18,Verne Industries,Conseil,2397.0,payee
T002673,C0097,18/02/2025,Maison Delaunay,Licence,2058.8,payee
T002674,C0003,26/01/2024,Atelier Bastide,Conseil,5439.14,annulee
T002675,C0135,2024-03-27,Cabinet Ferrand,Licence,1374.83,payee
T002676,C0040,2024-06-27,Orion Energie,Licence,2647.7,annulee
T002677,C0097,2025-01-21,Maison Delaunay,Licence,2028.81,payee
T002678,C0110,15/12/2024,Verne Industries,Audit,4529.13,payee
T002679,C0018,2025-01-08,Maison Delaunay,Audit,2120.9,payee
T002680,C0198,2025-01-05,Nord Logistique,Formation,8259.16,payee
T002681,C0119,26-12-2025,Atelier Bastide,Audit,5807.63,payee
T002682,C0025,2024-06-07,Orion Energie,Licence,2592.85,payee
T002683,C0108,2024-12-12,Orion Energie,Conseil,4119.33,annulee
T002684,C0139,2025-03-23,Nord Logistique,Maintenance,2143.73,payee
